Nom Film,Resume,date,heure,Type ,Réalisateur,Acteur,Note presse,Note Public
Dune,"L'histoire de Paul Atreides, voué à connaître un destin hors du commun qui le dépasse totalement. Car s'il veut préserver l'avenir de sa famille et de son peuple, il devra se rendre sur la planète la plus dangereuse de l'univers.","15 septembre 2021
","
2h 36min
","
Drame,
Science Fiction","
Denis Villeneuve","
Timothée Chalamet,
Rebecca Ferguson,
Oscar Isaac","4,0","4,3"
Illusions Perdues,"Lucien est un jeune poète inconnu dans la France du XIXème siècle. Il a de grandes espérances et veut se forger un destin. Il quitte l’imprimerie familiale de sa province natale pour tenter sa chance à Paris, au bras de sa protectrice.","20 octobre 2021
","
2h 30min
","
Drame,
Historique","
Xavier Giannoli","
Benjamin Voisin,
Cécile de France,
Vincent Lacoste","4,0","4,3"
Dark Waters,"Robert Bilott est un avocat spécialisé dans la défense des industries chimiques. Interpellé par un paysan, voisin de sa grand-mère, il va découvrir que la campagne idyllique de son enfance est empoisonnée par une usine du puissant groupe chimique DuPont, premier employeur de la région.","26 février 2020
","
2h 08min
","
Biopic,
Drame","
Todd Haynes","
Mark Ruffalo,
Anne Hathaway,
Tim Robbins","4,0","4,1"
La Forêt silencieuse,"Brillante géologue, Anna parcourt à longueur d'année les forêts d’Allemagne pour en analyser les sols. Lors d'une fouille, elle fait une découverte troublante en lien avec la mort de son père, mystérieusement disparu huit ans auparavant. Persuadée qu’il pourrait être enterré dans les environs, Anna se lance, contre l'avis des autorités locales, dans une enquête méthodique. Et plonge ainsi au cœur des secrets d'une région marquée par un terrifiant passé, que les habitants veulent à tout prix oublier.","17 novembre 2022
","
1h 35min
","
Policier,
Thriller","
Saralisa Volm","
Henriette Confurius,

Noah Saavedra,
August Zirner","2,5",--
El buen patrón,"A la veille de recevoir un prix censé honorer son entreprise, Juan Blanco, héritier de l’ancestrale fabrique familiale de balances, doit d’urgence sauver la boîte. Il s’y attelle, à sa manière, paternaliste et autoritaire : en bon patron ?","22 juin 2022
","
2h 00min
","
Comédie","
Fernando León de Aranoa","
Javier Bardem,
Manolo Solo,
Almudena Amor","3,9",--
Les Rivières pourpres,"Le même jour, à trois cents kilomètres de distance, deux flics se voient confier deux affaires singulières.Le commissaire Pierre Niémans, homme d'expérience et ex-gloire de l'anti-gang, possède un instinct sans faille mais cache de douloureuses angoisses. Il se rend à Guernon, une ville universitaire des Alpes, sur les lieux d'un meurtre ...","27 septembre 2000
","
1h 45min
","
Policier,
Thriller","
Mathieu Kassovitz","
Jean Reno,
Vincent Cassel,
Dominique Sanda","3,3",--
365 Dni,Massimo est membre de la mafia sicilienne et Laura est directrice des ventes. Cette dernière ne se doute pas de ce qui l'attend lors d'un voyage en Sicile destiné à sauver son couple : Massimo la kidnappe et lui donne 365 jours pour qu'elle tombe amoureuse de lui.,"3 décembre 2022
","
1h 54min
","
Drame,
Erotique,
Romance","
Barbara Bialowas,
Tomasz Mandes","
Anna-Maria Sieklucka,
Michele Morrone,

Grazyna Szapolowska",--,"4,2"
Le Ciel peut attendre,"Henry Van Cleve, un riche américain d'une soixantaine d'années, vient de mourir. Arrivé au purgatoire, il doit expliquer et justifier sa turbulente existence au gardien de l'Enfer. En effet, malgré un mariage heureux avec la charmante Martha, Henry n'a jamais pu résister à aucune jolie femme...","26 août 1946
","
1h 52min
","
Comédie","
Ernst Lubitsch","
Gene Tierney,
Don Ameche,
Charles Coburn","3,4",--
Théorème,"Un jeune homme d'une étrange beauté s'introduit dans une famille bourgeoise. Le père, la mère, le fils et la fille succombent à son charme. Son départ impromptu ébranle tous les membres de la famille...","25 janvier 1969
","
1h 38min
","
Drame","
Pier Paolo Pasolini","
Terence Stamp,
Silvana Mangano,
Massimo Girotti",--,"4,2"
The Takeover,"Accusée de meurtre après avoir dévoilé un scandale, une hackeuse éthique doit échapper à la police tout en essayant de retrouver les criminels qui la font chanter.","1 novembre 2022
","
1h 27min
","
Action","
Annemarie van de Mond","
Geza Weisz,
 Frank Lammers,
Susan Radder",--,"4,0"
La Liste de Schindler,"Evocation des années de guerre d'Oskar Schindler, industriel autrichien rentré à Cracovie en 1939 avec les troupes allemandes. Il va, tout au long de la guerre, protéger des juifs en les faisant travailler dans sa fabrique.","2 mars 1994
","

3h 15min
","
Historique,
Guerre","
Steven Spielberg","
Liam Neeson,
Ben Kingsley,
Ralph Fiennes",--,"4,0"
Chronique d'une liaison passagère,"Une mère célibataire et un homme marié deviennent amants. Engagés à ne se voir que pour le plaisir et à n’éprouver aucun sentiment amoureux, ils sont de plus en plus surpris par leur complicité…","14 septembre 2022
","
1h 40min
","
Comédie,
Comédie dramatique,
Drame","
Emmanuel Mouret","
Sandrine Kiberlain,
Vincent Macaigne,
Georgia Scalliet",--,"4,4"
Boyhood,"Chaque année, durant 12 ans, le réalisateur Richard Linklater a réuni les mêmes comédiens pour un film unique sur la famille et le temps qui passe. On y suit le jeune Mason de l’âge de six ans jusqu’ à sa majorité, vivant avec sa sœur et sa mère, séparée de son père.","23 juillet 2014
","

2h 45min
","
Drame","
Richard Linklater","
Ellar Coltrane,
Patricia Arquette,
Ethan Hawke",--,"4,8"
Loin du paradis,"Dans les années 50, Cathy, une épouse dévouée, sourit toujours. Même quand son mariage s'effondre, même quand ses amies l'abandonnent. Quand l'amitié qui la lie à son jardinier provoquera un scandale, elle sera forcée d'affronter la réalité.","12 mars 2003
","
1h 47min
","
Drame","
Todd Haynes","
Julianne Moore,
Dennis Quaid,
Dennis Haysbert",--,
Parasite,"Toute la famille de Ki-taek est au chômage, et s’intéresse fortement au train de vie de la richissime famille Park. Un jour, leur fils réussit à se faire recommander pour donner des cours particuliers d’anglais chez les Park. C’est le début d’un engrenage incontrôlable...","5 juin 2019
","
2h 12min
","
Thriller","
Bong Joon Ho","
Song Kang-Ho,
Woo-sik Choi,
Park So-Dam",,
Rimini,"Vieux crooner autrichien et gigolo occasionnel, Richie Bravo survit en poussant la chansonnette pour des retraités dans des hôtels miteux de Rimini, sur la côte Adriatique. Son monde commence à vaciller quand Tessa, sa fille désormais adulte, fait irruption dans sa vie.","23 novembre 2022
","
1h 54min
","
Comédie,
Drame","
Ulrich Seidl","
Michael Thomas,
Tessa Göttlicher,
Hans-Michael Rehberg","2,9","3,4"
Philadelphia,Un jeune avocat atteint du sida doit engager un petit avocat pour attaquer son cabinet pour licenciement abusif.,"9 mars 1994
","
2h 05min
","
Drame","
Jonathan Demme","
Tom Hanks,
Denzel Washington,
Mary Steenburgen","3,6","4,3"
Si on chantait,"Après la fermeture de leur usine, Franck, passionné de variété française décide d’entraîner ses anciens collègues, Sophie, José et Jean-Claude dans un projet un peu fou : monter une entreprise de livraisons de chansons à domicile, SI ON CHANTAIT !","3 novembre 2021
","
1h 35min
","
Comédie","
Fabrice Maruca","
Jeremy Lopez,
Alice Pol,
 Artus","3,1","3,2"
Sierra Torride,"En pleine révolution mexicaine, un aventurier sauve la vie d'une religieuse. Cette dernière est une résistante juariste, poursuivie par les français. De plus, la tenue de religieuse n'est qu'un déguisement pour cette prostituée au grand cœur.","21 août 2002
","
1h 56min
 ","
Western","
Don Siegel","
Clint Eastwood,
Shirley MacLaine,
Manolo Fabregas","3,6",--
Jaula,"Lorsqu'un couple trouve une enfant d'origine inconnue, l'épouse Paula tente de comprendre ses étranges comportements afin de découvrir son identité et son sombre passé.","3 décembre 2022
","
1h 46min
","
Epouvante-horreur,
Thriller","
Ignacio Tatay","
Elena Anaya,
Pablo Molinero,
Eva Tennear",--,"2,1"
Cinquante Nuances de Grey,"L'histoire d'une romance passionnelle, et sexuelle, entre un jeune homme riche amateur de femmes, et une étudiante vierge de 22 ans.","11 février 2015
","
2h 05min
","
Drame,
Romance,
Thriller","
Sam Taylor-Johnson","
Jamie Dornan,
Dakota Johnson,

Jennifer Ehle",--,"2,9"
The Noel Diary,"Noël. En vidant sa maison d'enfance, un écrivain rencontre une femme à la recherche de sa mère. Un vieux journal intime rouvrira-t-il les portes du passé, et des cœurs ?","24 novembre 2022
","
1h 39min
","
Comédie dramatique,
Romance","
Charles Shyer","
Justin Hartley,
Barrett Doss,

James Remar","3,7","4,1"
Harry Potter à l'école des sorciers,"Le jour de son onzième anniversaire, Harry reçoit la visite inattendue d'un homme gigantesque se nommant Rubeus Hagrid. Celui-ci lui révèle qu'il est en fait le fils de deux puissants magiciens...","5 décembre 2001
","
2h 32min
","
Aventure,
Famille,
Fantastique","
Chris Columbus","
Daniel Radcliffe,
Rupert Grint,
Emma Watson","3,8","4,1"
Astérix et Obélix : Mission Cléopâtre,"Cléopâtre décide, pour défier l'Empereur romain Jules César, de construire en trois mois un palais somptueux en plein désert. Si elle y parvient, celui-ci devra concéder que le peuple égyptien est le plus grand de tous les peuples...","30 janvier 2002
","
1h 47min
","
Comédie","
Alain Chabat","
Gérard Depardieu,
Christian Clavier,
Jamel Debbouze","1,4","2,0"
Joyeuse retraite 2,"lls pensaient enfin passer une retraite tranquille… 3 ans ont passé. Marilou et Philippe décident de faire découvrir à leurs petits-enfants leur nouvelle maison de vacances au Portugal. Mais une fois sur place, ils découvrent horrifiés que la maison est encore en chantier !","20 juillet 2022
","
1h 32min
","
Comédie","
Fabrice Bracq","
Michèle Laroque,
Thierry Lhermitte,
Constance Labbé","3,3","3,7"
Belfast,Chronique de la vie d'un petit garçon irlandais et sa famille ouvrière au milieu des émeutes de la fin des années 60.,"2 mars 2022
","
1h 39min
","
Drame","
Kenneth Branagh","
Caitriona Balfe,
Jamie Dornan,
Jude Hill","3,4","3,5"
Les Goûts et les couleurs,"Marcia, jeune chanteuse passionnée, enregistre un album avec son idole Daredjane, icône rock des années 1970, qui disparait soudainement. Pour sortir leur album, elle doit convaincre l’ayant-droit de Daredjane, qui n’a jamais aimé sa lointaine parente et encore moins sa musique.","22 juin 2022
","
1h 50min
","
Comédie","
Michel Leclerc","
Rebecca Marder,
Félix Moati,
Judith Chemla","3,3","3,0"
Blonde,"Adapté du best-seller de Joyce Carol Oates, BLONDE est une relecture audacieuse de la trajectoire de Marilyn Monroe, l’une des icônes hollywoodiennes les plus atemporelles.","28 septembre 2022
","
2h 46min
","
Biopic,
Drame","
Andrew Dominik","
Ana de Armas,
Julianne Nicholson,
Bobby Cannavale","3,1","4,1"
The Impossible,L’histoire d’une famille prise dans une des plus terribles catastrophes naturelles récentes. The Impossible raconte comment un couple et leurs enfants en vacances en Thaïlande sont séparés par le tsunami du 26 décembre 2004.,"21 novembre 2012
","
1h 47min
","
Drame","
Juan Antonio Bayona","
Naomi Watts,
Ewan McGregor,
Tom Holland","3,3",--
Défense d’atterrir,"Une attaque terroriste menée en plein vol. Des passagers touchés l’un après l’autre. Un flic chargé de l’enquête, dont l’épouse est dans l’avion. Une compagnie aérienne dépassée, Une seule consigne adressée aux pilotes : « Défense d’atterrir ».","30 novembre 2022
","
2h 21min
","
Action,
Drame,
Thriller","
Jae-rim Han","
Song Kang-Ho,

Lee Byung-Hun,
Do-Yeon Jeon",,
Goliath,"France, professeure de sport le jour, ouvrière la nuit, milite activement contre l’usage des pesticides. Patrick, obscur et solitaire avocat parisien, est spécialiste en droit environnemental. Mathias, lobbyiste brillant et homme pressé, défend les intérêts d’un géant de l’agrochimie.","9 mars 2022
","
2h 02min
","
Thriller","
Frédéric Tellier","
Gilles Lellouche,
Pierre Niney,
Emmanuelle Bercot","3,6","4,0"
Dealer,"Johnny 14 ans, deale pour Luca, caïd intraitable. Il rêve d'une vie meilleure, loin de la drogue et des institutions pour mineurs. Il trouve espoir auprès d'un de ses clients, Antony, acteur de renommée internationale, qui est comme un père de substitution.","9 novembre 2022
","
1h 44min
","
Drame","
Jeroen Perceval","
Sverre Rous,
Ben Segers,
Hannah Macpherson","2,8","3,1"
The Duchess,"L'histoire de Georgiana Spencer, duchesse du Devonshire dans l'Angleterre du XVIIIe siècle, ancêtre de la princesse Diana.","12 novembre 2008
","
1h 50min
","
Biopic,
Drame,
Historique","
Saul Dibb","
Keira Knightley,
Ralph Fiennes,
Charlotte Rampling","3,4","3,6"
Black Site,"Un groupe d'agents de la CIA sont stationnés sur un site top-secret qui abrite l'un des criminels les plus dangereux de la planète, Hatchet. Bientôt, ce dernier s'échappe de sa détention. Les policiers vont participer, malgré eux, à un jeu mortel du chat et de la souris avec Hatchet.","3 novembre 2022
","
1h 32min
","
Action,
Thriller","
Sophia Banks","
Jason Clarke,
Jai Courtney,
Michelle Monaghan","1,9",--
Inside Man - l'homme de l'intérieur,"Un flic tenace se met en tête d'arrêter un ingénieux braqueur de banques, dont le nouveau hold up vire à la prise d'otages. L'intervention d'une négociatrice ambitieuse sur les lieux mêmes du casse va compliquer la situation.","12 avril 2006
","
2h 09min
","
Policier,
Thriller","
Spike Lee","
Denzel Washington,
Clive Owen,
Chiwetel Ejiofor","3,9",--
La Montagne entre nous,"Livrés à eux-mêmes après le crash de leur avion en pleine montagne, deux étrangers doivent compter l’un sur l’autre pour faire face aux conditions extrêmes. Réalisant qu’ils n’ont aucun espoir d’être secourus, ils tentent leur chance à travers des centaines de kilomètres de nature hostile, acceptant que ce n’est qu’ensemble qu’ils pourront trouver le courage de tenter de survivre.","8 novembre 2017
","
1h 47min
","
Action,
 Drame","
Hany Abu-Assad","
Kate Winslet,
Idris Elba,
Beau Bridges","3,3",--
Là où chantent les écrevisses,"Kya, une petite fille abandonnée, a grandi seule dans les dangereux marécages de Caroline du Nord. Sa rencontre avec deux jeunes hommes de la ville lui ouvre un monde nouveau et effrayant...","17 août 2022
","
2h 05min
","
Drame,
Thriller","
Olivia Newman","
Daisy Edgar-Jones,
Taylor John Smith,
Harris Dickinson","4,1",--
Les Animaux Fantastiques : les Secrets de Dumbledore,"Le professeur Albus Dumbledore sait que le puissant mage noir Gellert Grindelwald cherche à prendre le contrôle du monde des sorciers. Incapable de l’empêcher d’agir seul, il sollicite le magizoologiste Norbert Dragonneau pour qu’il réunisse une équipe.","13 avril 2022
","
2h 22min
","
Aventure,
Fantastique","
David Yates","
Eddie Redmayne,
Jude Law,
Mads Mikkelsen","3,1",--
A Star Is Born,"Jackson Maine, musicien chevronné, découvre Ally, une chanteuse qui a du mal à percer. Alors que la jeune femme est sur le point de renoncer à faire carrière, Jackson tombe amoureux d'elle et la propulse sur le devant de la scène. Bientôt éclipsé par le succès d'Ally, il vit de plus en plus mal son propre déclin…","3 octobre 2018
","
2h 16min
","
Drame,
Romance","
Bradley Cooper","
Lady Gaga,
Bradley Cooper,
Sam Elliott","4,1",--
Tori et Lokita,"Aujourd’hui en Belgique, un jeune garçon et une adolescente venus seuls d’Afrique opposent leur invincible amitié aux difficiles conditions de leur exil.","5 octobre 2022
","
1h 28min
","
Drame","
Luc Dardenne,
Jean-Pierre Dardenne","
Pablo Schils,
Joely Mbundu,
Alban Ukaj","3,6",--
Uncharted,"Nathan Drake, voleur astucieux et intrépide, est recruté par le chasseur de trésors chevronné Victor « Sully » Sullivan pour retrouver la fortune de Ferdinand Magellan, disparue il y a 500 ans.","16 février 2022
","
1h 56min
","
Action,
Aventure","
Ruben Fleischer","
Tom Holland,
Mark Wahlberg,
Sophia Ali","3,4",--
Dos au mur,Une psychologue est confrontée à la tentative de suicide d'un ancien policier à New York.,"15 février 2012
","
1h 42min
","
Action,
Policier,
Thriller","
Asger Leth","
Sam Worthington,
Elizabeth Banks,
Jamie Bell","3,3",--
Forrest Gump,"Quelques décennies d'histoire américaine, des années 1940 à la fin du XXème siècle, à travers le regard et l'étrange odyssée d'un homme simple et pur, Forrest Gump.","5 octobre 1994
","
2h 20min
","
Comédie,
Drame,
Romance","
Robert Zemeckis","
Tom Hanks,
Gary Sinise,
Robin Wright","4,6",--
